wall_type,wall_ext_rigid_in,roof_type,roof_deck_rigid_in,window_rsi,window_shgc,slab_rsi,furnace_efficiency_pct,eui_kwh_m2_yr,tedi_kwh_m2_yr,heating_demand_kwh_yr,peak_heating_load_w,peak_cooling_load_w,error
WA2,0.55,RA2,2.4,1.326,0.53,2.267,93.5,55.47674569348753,36.11920498108666,3658.7608537603423,6067.809082031,3362.685302734,
WA1,4.95,RA2,4.14,1.019,0.608,1.927,85.1,53.52159933679674,32.8047091066588,3036.8793427072815,5570.606933594,3283.956298828,
WA2,4.68,RA1,5.53,0.801,0.596,1.501,95.8,52.30889169327353,32.74661352760389,2651.1463779542505,5513.76171875,3269.135498047,
WA1,4.49,RA1,5.1,1.336,0.485,2.025,80.9,54.184607168381575,32.97309929787242,3247.7636745426553,5602.03125,3290.346435547,
WA1,3.24,RA2,0.9,0.952,0.299,0.484,92.4,56.60759052477366,37.71057867587509,4018.452965436985,6094.318359375,3327.633544922,
WA2,4.52,RA2,3.45,0.581,0.394,2.434,82.5,53.10481291173079,31.840897942023616,2904.310440656782,5481.891113281,3274.666259766,
WA2,2.86,RA1,4.47,0.993,0.318,1.406,87.4,54.5895537515174,34.53405767093553,3376.5681993679214,5739.0859375,3298.191162109,
WA1,2.89,RA1,1.19,0.856,0.457,1.837,97.0,54.62994713452202,35.60469536539217,3389.4151502115324,5978.416992188,3338.214111328,
WA1,0.43,RA1,4.66,0.791,0.616,0.587,91.4,59.903024319838515,41.31871808932803,5067.221141276,6591.701171875,3416.099853516,
WA2,2.09,RA2,1.92,1.034,0.211,1.158,96.8,54.63829898701471,35.85000186097435,3392.0730279914364,5918.280273438,3320.198974609,
WA2,2.64,RA1,5.55,0.71,0.508,0.763,92.4,54.647670252458646,35.421235247830396,3395.0528999382645,5801.670898438,3299.298095703,
WA1,4.44,RA1,1.46,1.059,0.266,2.556,84.9,54.236257396923556,33.32136894941889,3264.1940673335776,5717.238769531,3306.260498047,
WA2,1.83,RA1,2.83,0.799,0.533,0.911,89.3,55.97714725513951,36.42835670133582,3817.9264352765636,5974.638671875,3325.354248047,
WA2,3.74,RA2,5.95,1.126,0.501,1.348,95.4,52.94503834143223,33.609412197171885,2853.4898570050145,5599.264648438,3278.601806641,
WA1,1.02,RA2,1.7,1.21,0.478,0.491,91.1,59.374255776202254,40.65191215332463,4899.032664474782,6494.033203125,3392.772216797,
WA1,2.33,RA1,1.63,1.267,0.497,2.64,80.3,56.63979862605781,35.25158796887096,4028.700632667405,5987.4765625,3349.762939453,
WA2,5.88,RA1,3.05,1.139,0.607,1.634,90.2,52.62178133902632,32.393522547563016,2750.667862478312,5494.267089844,3264.510498047,
WA1,1.19,RA1,5.8,1.005,0.521,0.455,95.7,57.812089565707645,39.78636509439778,4402.1465421328285,6346.475585938,3373.767822266,
WA2,2.94,RA2,4.47,0.517,0.508,1.292,85.1,54.75656748224895,34.43446398489623,3429.6910291326417,5715.776367188,3294.586181641,
WA2,3.75,RA1,5.27,1.301,0.567,0.428,89.4,55.10187177669409,35.653620124594774,3539.523114776063,5770.5546875,3281.800048828,
WA2,0.91,RA1,5.38,1.091,0.24,1.363,96.3,55.25895123390693,36.59919646668456,3589.4845948160323,6018.372070313,3342.724365234,
WA1,1.44,RA2,0.92,1.373,0.609,1.223,89.2,57.98557623219332,38.57876538659302,4457.327748843641,6310.211425781,3379.445068359,
WA1,3.49,RA1,4.1,0.682,0.262,2.175,95.3,53.353796060517595,33.790235967547396,2983.5053193312488,5732.595703125,3311.033447266,
WA1,5.97,RA2,5.85,0.631,0.62,2.78,85.4,52.2195265381721,31.117684520241188,2622.722712653734,5393.978515625,3266.903564453,
WA1,1.91,RA1,5.28,1.154,0.544,2.682,87.0,55.35053177896879,34.984231463509,3618.6151828948923,5927.74609375,3348.017822266,
WA2,2.66,RA2,5.6,1.305,0.62,1.076,93.2,54.04889206347856,34.749256187014446,3204.596628119233,5740.060058594,3296.995361328,
WA1,1.11,RA1,4.57,1.051,0.32,1.853,83.9,57.80424075720901,37.380519326950704,4399.0766093525945,6197.8359375,3380.498779297,
WA1,4.12,RA1,2.16,1.119,0.414,1.681,90.3,54.25867114378834,34.34664804321017,3271.3218884503913,5777.020507813,3307.391357422,
WA2,5.11,RA1,2.95,0.624,0.287,0.435,93.0,54.42501859230436,35.28360151591235,3324.233129881609,5734.206542969,3272.628662109,
WA1,5.7,RA2,1.34,1.104,0.291,0.892,83.0,55.24504924695217,34.6466916271749,3585.064022034718,5733.084960938,3285.270263672,
WA2,4.13,RA2,5.2,1.299,0.392,2.407,90.3,52.27773964989921,31.822000035323708,2641.239422668547,5469.520019531,3274.844482422,
WA2,2.36,RA2,5.63,1.015,0.441,2.05,92.0,53.36788793824001,33.483627207958925,2987.986384890389,5669.68359375,3302.791748047,
WA1,2.71,RA1,4.96,0.538,0.648,1.725,86.7,55.21477669655645,35.028153026548,3575.436472027016,5857.625,3325.987060547,
WA1,3.1,RA2,3.78,0.544,0.331,1.405,85.2,55.67107034916685,35.442824404092825,3720.5707496431237,5864.234375,3317.880126953,
WA2,1.0,RA2,1.77,1.327,0.51,2.745,87.9,55.43361055740632,35.12073795315035,3645.040421804921,5967.203125,3349.806884766,
WA2,4.34,RA1,0.68,1.201,0.622,2.195,82.3,54.43400674453556,33.22775826876179,3327.0933729394524,5689.509277344,3295.437744141,
WA2,2.71,RA2,1.07,1.031,0.521,0.885,87.7,55.782792616983194,35.928878208208744,3756.105417449329,5912.53125,3312.359619141,
WA2,4.15,RA2,5.44,1.217,0.523,0.677,81.9,55.04877238374386,34.44521501455377,3522.6326525403283,5650.944335938,3274.051513672,
WA2,0.51,RA2,4.24,1.154,0.639,1.972,82.7,56.88195237842393,36.171622873522274,4105.722659395689,6039.814941406,3358.025634766,
WA2,4.61,RA1,5.47,1.009,0.497,0.748,94.8,53.32461288218614,34.107173173464446,2974.2209223793766,5618.1484375,3270.106689453,
WA1,2.52,RA1,1.86,1.192,0.401,2.01,82.0,56.52433184885418,35.568027008229976,3991.9713031935776,5981.52734375,3343.164306641,
WA1,0.02,RA1,4.59,0.511,0.424,1.671,93.7,59.14993174671762,40.63535295144249,4827.680668028811,6628.721679688,3445.151123047,
WA2,1.3,RA1,3.96,0.908,0.399,1.943,80.1,56.34903289393884,35.17129824896308,3936.2120256489698,5904.233398438,3334.855224609,
WA2,0.29,RA1,0.89,1.088,0.217,2.613,91.3,56.66560375157415,37.01035104429688,4036.9070126739703,6238.870605469,3386.199462891,
WA2,5.52,RA2,0.29,0.875,0.28,2.131,90.4,52.94947578383459,32.57244256251855,2854.901260895032,5589.643554688,3280.165771484,
WA1,4.5,RA2,2.16,0.532,0.546,1.205,95.3,53.90894939525883,34.743559737331005,3160.084909194735,5766.581054688,3297.629638672,
WA1,5.06,RA2,0.39,0.924,0.255,2.627,85.6,53.91257397299148,33.003648089303134,3161.2372530845455,5683.572265625,3300.092529297,
WA2,4.17,RA1,3.67,0.598,0.528,2.017,96.8,52.2713266790991,32.594630306376175,2639.198407111359,5556.424804688,3280.918212891,
WA2,2.56,RA2,5.09,0.734,0.459,2.002,95.8,52.95450288598461,33.42677731122195,2856.497940618532,5659.516601563,3300.020263672,
WA2,2.96,RA2,1.08,1.048,0.519,2.945,80.0,54.67839587518009,33.06666861595064,3404.8258491127494,5701.606933594,3307.823974609,
WA1,3.75,RA2,0.71,1.263,0.56,2.997,87.0,54.27546479707804,33.5578916010114,3276.663685399109,5776.938964844,3318.709716797,
WA2,3.36,RA2,3.83,0.51,0.291,1.096,93.4,53.794601973469774,34.42364888572795,3123.71256749897,5703.956542969,3289.435302734,
WA2,3.04,RA2,1.94,0.506,0.509,1.255,92.3,54.36327418282635,34.895154276248476,3304.5944579214533,5792.505371094,3301.748779297,
WA1,1.16,RA1,5.0,1.33,0.416,1.607,80.6,58.46598598347582,37.574821088809834,4609.561635632093,6196.374511719,3377.074462891,
WA1,0.93,RA2,2.76,1.279,0.603,1.576,93.8,57.16693477612643,38.384707857212824,4196.938751135329,6312.650878906,3392.364990234,
WA1,3.39,RA2,4.07,1.0,0.208,1.88,85.6,54.589037382560214,34.110503414306734,3376.404353812235,5746.996582031,3310.801513672,
WA2,5.82,RA1,1.68,0.528,0.643,2.01,94.3,52.304271023458384,32.28580565118083,2649.6763801752963,5529.709960938,3271.995849609,
WA2,3.57,RA1,5.19,1.176,0.517,1.183,80.5,55.02184124120469,34.08263979507464,3514.0668430890314,5660.614257813,3284.633056641,
WA2,2.98,RA1,1.43,0.907,0.628,0.923,85.1,56.0032322188545,35.756538081529584,3826.2228763943117,5896.833007813,3309.640869141,
WA1,4.71,RA2,4.67,1.322,0.4,0.416,88.2,55.453202597922484,35.89419697263381,3651.2717043099065,5799.952148438,3286.046142578,
WA1,2.04,RA1,2.9,1.286,0.34,1.217,93.1,56.217228868322,37.23637500040712,3894.2890114487645,6112.0078125,3351.774658203,
WA1,1.23,RA1,0.22,0.849,0.589,0.657,85.3,60.50952139237688,40.582524522988585,5260.129127541437,6547.501953125,3399.401611328,
WA1,2.0,RA1,5.34,0.593,0.545,2.326,80.4,56.3623785353004,35.163583655976545,3940.459530096812,5928.220214844,3344.974853516,
WA2,1.93,RA1,1.16,0.749,0.344,1.519,82.0,56.66284534098367,35.835039391921605,4036.029734062157,5975.380859375,3332.481201172,
WA1,1.64,RA1,0.09,1.061,0.431,0.897,86.0,59.3036764594288,39.387207121343806,4876.580950012376,6418.784179688,3384.825927734,
WA2,0.85,RA2,4.23,0.755,0.31,0.539,90.4,57.2367345432579,38.20381809866461,4218.569068097077,6149.747070313,3345.671630859,
WA2,0.3,RA2,0.17,1.313,0.223,1.367,81.5,59.60133155292247,38.834156522200104,4971.259227032563,6364.764648438,3386.519287109,
WA2,4.23,RA1,5.35,1.067,0.511,1.531,86.0,53.44804839954303,32.97446832212034,3013.4836179663425,5549.732421875,3275.094970703,
WA2,4.28,RA1,4.03,0.98,0.638,2.353,87.9,52.74654275745939,32.09200077648067,2790.352378621171,5511.873046875,3278.265380859,
WA1,4.88,RA1,5.52,0.921,0.405,2.164,92.1,52.59404399342568,32.48054822496739,2741.846519137922,5543.947265625,3283.421630859,
WA2,1.39,RA2,1.34,1.275,0.478,2.769,86.7,55.235488091613895,34.69584004367414,3582.0236573100633,5914.041015625,3340.526611328,
WA2,2.72,RA2,0.18,0.928,0.358,1.572,82.9,55.9211795158498,35.1420050545381,3800.125057206767,5891.270996094,3318.918701172,
WA2,3.05,RA1,2.43,1.143,0.248,1.824,81.2,55.017303856338984,33.90772195349226,3512.6239719767664,5728.894042969,3302.721923828,
WA2,2.4,RA2,2.48,1.059,0.447,2.931,86.5,53.91557557594872,33.15988677697361,3162.192927807532,5701.040039063,3311.184326172,
WA2,4.88,RA1,3.55,1.206,0.396,2.436,89.3,52.383768532476715,31.776234202371565,2674.9633810288597,5477.020507813,3272.773681641,
WA1,3.98,RA1,0.47,1.338,0.458,1.64,90.1,55.06773145619895,35.196090997786385,3528.6634686562643,5912.649902344,3321.892822266,
WA2,3.33,RA2,4.93,0.659,0.63,0.534,81.8,55.99288484964607,35.485148167991,3822.9318605583458,5769.875976563,3286.980712891,
WA2,2.97,RA2,3.96,0.581,0.568,2.701,95.4,52.467720142284605,32.55341278427045,2701.666940216889,5595.23046875,3295.467041016,
WA1,3.97,RA1,2.72,0.762,0.477,1.535,83.5,55.201787517608054,34.55130980670607,3571.3026286903755,5783.413085938,3307.260498047,
WA2,3.42,RA2,5.48,0.774,0.624,1.502,96.7,52.74237515996998,33.42828417521821,2789.0275086201113,5605.328125,3284.329345703,
WA2,3.5,RA1,3.67,0.959,0.581,2.609,81.1,53.83334630713949,32.428980296281246,3136.0354300088284,5578.083496094,3290.321533203,
WA1,4.22,RA1,4.92,0.823,0.588,2.644,84.0,53.6109078577483,32.582688603320776,3065.285104396673,5594.928710938,3295.203857422,
WA2,4.27,RA2,2.44,0.892,0.295,0.81,82.4,55.202044035811284,34.57441776685832,3571.38428007933,5703.502929688,3281.464599609,
WA2,5.04,RA2,0.93,1.398,0.502,0.706,81.2,55.64341962019309,34.83833390786734,3711.775719080532,5739.230957031,3280.301513672,
WA1,4.33,RA1,2.92,0.893,0.646,0.574,90.9,55.37445798774656,36.064903055189525,3626.225588734314,5873.309082031,3300.250244141,
WA2,5.36,RA2,4.17,1.337,0.48,1.554,87.2,52.84834074678935,32.394673457412495,2822.7319358692966,5474.080566406,3263.173095703,
WA2,2.13,RA2,1.11,1.044,0.46,2.594,84.0,55.0097715318709,34.07643046792717,3510.228410030405,5820.127929688,3323.745361328,
WA2,5.56,RA2,3.46,0.53,0.217,1.631,86.3,52.89388782608018,32.29579306735626,2837.21896921422,5473.023925781,3263.285400391,
WA2,0.85,RA1,4.39,1.385,0.643,2.414,87.9,55.40974764613329,35.2226924116764,3637.450632354405,5947.168945313,3347.472412109,
WA1,1.47,RA1,3.78,1.097,0.501,2.163,89.2,56.275148815140724,36.45513102797486,3912.713490630171,6101.908203125,3368.093505859,
WA2,5.42,RA1,3.21,0.51,0.404,2.751,89.8,52.03393684819819,31.31323132428206,2563.6903231620636,5435.594238281,3268.322021484,
WA2,2.12,RA2,5.87,0.765,0.275,2.192,90.2,53.61777390000086,33.528651175466486,3067.4696205095315,5686.959960938,3307.364501953,
WA2,0.37,RA2,2.84,0.652,0.223,2.974,93.8,55.24767440092487,35.75006351967234,3585.8976264798293,6059.034667969,3368.152099609,
WA1,2.91,RA2,0.76,0.569,0.553,1.018,90.5,56.23608466576302,36.82901748797453,3900.287003953563,6054.538085938,3336.045166016,
WA2,0.09,RA2,0.67,0.657,0.466,0.751,87.6,59.408995751477335,39.913397044454435,4910.080841705842,6451.091796875,3391.948974609,
WA1,4.7,RA2,1.42,0.663,0.437,0.438,96.7,55.0320886679498,36.498094423289004,3517.3263917027502,5909.866210938,3298.270751953,
WA1,5.03,RA1,4.52,0.872,0.372,2.101,92.3,52.67996779908057,32.607798928685355,2769.176163326452,5560.798828125,3283.993408203,
WA1,3.47,RA1,5.05,0.549,0.319,2.522,80.9,54.604538447181554,33.30568668259054,3381.333824371734,5686.400878906,3308.637939453,
WA2,2.86,RA2,2.86,1.353,0.615,0.969,91.6,54.609302367773466,35.172344046354375,3382.8480388173894,5801.575683594,3300.999267578,
WA2,1.58,RA2,3.18,0.891,0.33,2.463,86.5,54.76276391060854,34.25794461339295,3431.660972745329,5819.614746094,3327.278076172,
WA2,0.58,RA1,3.19,0.818,0.58,1.968,91.1,55.94243393066399,36.39626703834631,3806.883412212174,6080.774414063,3361.361083984,
WA2,1.62,RA2,4.81,0.73,0.463,1.572,91.5,54.59520715924693,35.045623596348406,3378.3658879804707,5840.015136719,3321.530029297,
WA1,3.12,RA1,4.07,1.394,0.341,0.378,80.1,58.29624382550413,37.62490816416311,4555.572920311125,6035.768066406,3318.955322266,
WA1,2.47,RA1,3.15,1.117,0.358,2.272,84.3,55.67292927758739,34.9829967621903,3721.161569921374,5911.07421875,3338.243408203,
WA1,3.72,RA1,0.34,1.035,0.602,0.925,90.2,56.19456193405812,36.68352865623304,3887.0819800541103,6042.579101563,3327.956298828,
WA1,0.52,RA1,3.63,0.838,0.544,2.067,93.7,57.570169012422596,38.691793782001795,4325.198842349048,6404.02734375,3413.951904297,
WA1,4.17,RA1,1.52,0.92,0.621,2.043,95.7,53.54733450232675,34.027804203443566,3045.06483521383,5775.338867188,3310.292236328,
WA2,4.15,RA2,4.01,1.193,0.316,2.419,84.7,52.96846816957082,31.972626172197074,2860.9407575665305,5496.185546875,3277.612060547,
WA1,2.33,RA2,5.98,0.732,0.566,0.822,81.2,57.37599427174823,36.77154448284575,4262.8637728547355,5991.96484375,3331.887451172,
WA1,1.07,RA2,2.95,0.629,0.546,0.929,90.9,58.103614860023896,39.124087748155624,4494.871694151453,6343.236328125,3385.078857422,
WA2,0.62,RA2,0.44,1.014,0.313,1.532,95.2,56.40415445440438,37.61609745628623,3953.744577885218,6224.20703125,3371.362548828,
WA1,5.6,RA1,3.99,0.74,0.515,2.747,89.8,52.35651424255214,31.742574457352244,2666.2934049108126,5489.810546875,3278.190185547,
WA2,2.62,RA2,5.06,1.203,0.553,1.781,80.1,54.84646233214403,33.66992771546226,3458.283965544405,5672.018554688,3298.943603516,
WA2,3.4,RA1,5.61,0.823,0.507,1.412,90.7,53.69537583564007,33.939421867860084,3092.1519663626104,5652.065917969,3286.168212891,
WA1,3.21,RA2,5.77,0.572,0.407,2.381,91.0,53.537969900237684,33.48375214979271,3042.0844207670007,5695.426269531,3310.524169922,
WA1,5.81,RA1,3.96,0.769,0.376,0.633,91.7,54.13343666383821,34.71234317119807,3231.4879039740795,5690.509765625,3275.749755859,
WA2,5.31,RA1,2.63,0.671,0.216,0.417,96.9,54.05971915581232,35.34084233499958,3208.0411808997665,5740.086425781,3271.948974609,
WA1,2.33,RA2,4.76,1.079,0.425,2.907,93.8,53.91982979006502,34.1807721366519,3163.5454669752808,5828.6484375,3334.575439453,
WA1,2.04,RA1,2.03,1.149,0.382,0.911,91.1,57.030973147179196,37.88749984243743,4153.122561933609,6183.4375,3356.023193359,
WA2,4.45,RA1,1.4,0.565,0.531,1.646,80.3,54.81622642758019,33.57232765367606,3448.664282203376,5674.413085938,3288.507080078,
WA1,4.21,RA1,0.78,0.655,0.222,1.164,93.5,54.977213631528464,35.72136027842714,3499.872778355454,5922.555664063,3315.110107422,
WA2,5.01,RA1,0.38,1.236,0.251,1.927,90.5,53.54765098635728,33.33748190214588,3045.1643904916873,5687.05859375,3290.427978516,
WA1,2.56,RA1,4.87,1.384,0.505,1.209,96.6,54.87056510585302,36.16781706738332,3465.9488961060924,5952.081054688,3330.084716797,
WA1,5.02,RA2,4.76,1.188,0.467,1.239,82.1,54.60974877761765,33.863095837176054,3382.9907254841705,5632.4140625,3281.350341797,
WA1,1.01,RA2,2.22,0.649,0.31,1.892,82.3,58.58679634686001,37.86447674006584,4647.989912607281,6278.314453125,3390.767333984,
WA2,0.09,RA1,2.92,0.506,0.281,0.586,91.1,58.68358722148464,39.871876444499115,4679.345706799033,6401.993652344,3383.342041016,
WA2,4.16,RA2,4.75,0.928,0.257,0.729,84.6,54.68626800367416,34.40019349930053,3407.3293755036416,5655.532226563,3275.514892578,
WA2,1.44,RA2,1.05,1.123,0.468,2.251,90.4,55.12137720058336,35.19902903775266,3545.7264567254706,5951.819335938,3340.910400391,
WA1,2.09,RA2,0.03,0.712,0.253,1.755,81.6,57.90682829033996,36.96315734085287,4431.710344378702,6166.293945313,3364.189208984,
WA2,2.79,RA1,3.76,0.687,0.224,0.649,82.5,56.33951837859144,35.87789319731746,3933.1865809243272,5855.638671875,3301.751708984,
WA2,1.06,RA2,4.02,0.539,0.49,1.105,87.4,56.47633951307259,36.719442568794214,3976.7062748480316,6021.158203125,3339.428466797,
WA2,0.26,RA2,4.44,1.332,0.279,2.432,88.2,56.145936628468846,36.122620399341045,3871.6132300417353,6068.916992188,3367.854736328,
WA1,5.37,RA1,4.33,1.033,0.347,0.877,91.5,53.889430646406424,34.332221585601864,3153.877226967546,5671.411621094,3280.006103516,
WA2,4.67,RA1,1.96,0.588,0.532,2.655,86.4,53.02447588636985,32.10383011773202,2878.756783969672,5549.6171875,3282.417724609,
WA1,2.83,RA1,2.91,1.301,0.265,2.809,87.7,54.60411535820612,34.13699033289651,3381.2000896494046,5831.58984375,3330.045166016,
WA2,0.82,RA2,4.32,1.069,0.639,0.886,82.2,57.8254751837052,37.36551485605619,4405.832251858,6088.107421875,3346.453369141,
WA1,0.82,RA2,5.11,0.913,0.277,1.26,95.1,57.30275648684764,38.90188836037518,4240.139977281001,6328.993164063,3390.892333984,
WA1,3.47,RA1,3.32,0.707,0.385,1.733,94.7,53.91573215256194,34.529370452282706,3162.243654752017,5798.582519531,3314.214111328,
WA1,5.02,RA2,1.68,1.157,0.531,1.004,85.6,55.023730152102246,34.768206863467725,3514.669327811736,5758.153320313,3292.253173828,
WA1,5.48,RA1,5.39,0.876,0.22,2.977,92.5,51.86802914617148,31.40883648241609,2510.9193270087358,5449.87890625,3275.649169922,
WA1,3.19,RA2,2.88,1.218,0.57,1.549,84.1,55.53058799199448,35.02632858513715,3675.886233496265,5844.302246094,3318.894287109,
WA1,5.7,RA2,0.8,0.766,0.491,0.59,88.2,55.32991366301979,35.557353907512,3612.057565945202,5820.135742188,3288.693115234,
WA2,4.22,RA1,5.15,1.173,0.211,1.555,93.1,52.74293483724061,32.968575718290325,2789.2057313980317,5552.693847656,3275.737548828,
WA2,4.74,RA1,2.22,0.918,0.485,2.63,81.2,53.49413849859064,32.00769609095557,3028.143448533626,5532.19921875,3280.193115234,
WA2,1.78,RA1,4.52,1.128,0.476,1.874,83.5,55.277567169785286,34.575395230366404,3595.407175098548,5812.302734375,3320.447021484,
WA1,4.41,RA2,0.33,1.351,0.504,2.703,81.9,54.745823674864646,33.415925219517746,3426.2733316299077,5746.256347656,3310.258056641,
WA2,3.71,RA2,2.19,0.658,0.451,0.528,92.1,54.94659794542934,35.747441458090144,3490.1340089032183,5819.930664063,3290.124755859,
WA1,5.89,RA1,1.43,0.602,0.415,2.839,89.9,52.79914243809298,32.189970545298635,2807.08143669011,5578.50390625,3286.738525391,
WA1,1.92,RA1,5.39,0.953,0.39,0.494,86.3,58.04255672107941,38.43117696578973,4474.880374691015,6169.818359375,3347.414794922,
WA2,3.01,RA2,4.98,0.923,0.439,2.537,95.3,52.39713083047885,32.507474463871226,2679.214140476705,5574.044921875,3292.115478516,
WA2,4.8,RA2,5.67,1.228,0.623,0.524,95.2,53.53277622731546,34.512515101392076,3040.4334877101246,5630.600585938,3265.624755859,
WA2,0.48,RA1,5.39,0.76,0.63,0.64,84.7,58.38432638696954,38.46495802665995,4583.588870889094,6203.638671875,3358.269775391,
WA1,0.9,RA2,1.23,1.357,0.21,1.454,91.6,58.33740010238347,39.37221608282954,4569.23340198872,6428.502929688,3401.115966797,
WA1,2.08,RA2,2.66,1.08,0.331,0.517,94.8,56.877061863695815,38.463548599600784,4104.165042449999,6189.674316406,3348.450439453,
WA1,2.47,RA2,2.06,1.081,0.347,1.922,91.8,55.072761889153085,35.472460974381455,3530.2634033797663,5951.716308594,3339.753173828,
WA2,1.82,RA2,0.79,1.21,0.277,1.039,88.2,56.39658548410442,36.653840169414835,3951.3370801055144,6031.813964844,3332.944580078,
WA2,0.89,RA1,1.71,1.361,0.478,0.776,89.1,57.623771448493585,38.24649824375814,4341.675622084452,6219.694824219,3357.649169922,
WA1,5.04,RA1,4.16,1.1,0.269,0.98,80.7,55.27530180902988,34.39358141645306,3594.6869603757495,5691.840820313,3284.967529297,
WA2,2.65,RA1,2.22,0.685,0.518,2.114,96.6,53.376659548903994,33.93372573780808,2990.775284614843,5760.952148438,3310.914794922,
WA1,2.69,RA2,5.85,0.98,0.255,0.416,95.8,55.89583412514077,37.55201215609565,3792.063262478095,6024.84765625,3322.528564453,
WA1,5.57,RA2,0.94,1.373,0.446,1.695,91.0,53.52250548057492,33.520301962116456,3037.165529651955,5669.958007813,3289.334228516,
WA2,5.38,RA2,5.82,1.179,0.647,2.117,93.6,51.58539539417384,31.37803908759017,2421.020238603483,5383.6484375,3259.060302734,
WA2,4.13,RA2,4.39,1.31,0.263,1.81,85.2,53.31993890989856,32.624368045255295,2972.735733767078,5533.15234375,3276.827880859,
WA2,2.68,RA1,0.55,0.55,0.489,1.896,83.8,55.6152458606539,34.822402397507595,3702.81385935114,5886.165527344,3321.967529297,
WA2,0.14,RA1,3.23,0.901,0.502,0.582,88.7,58.90741153952595,39.702211894962225,4750.540368244878,6375.516601563,3379.697509766,
WA1,1.91,RA2,3.63,1.349,0.609,1.307,82.5,57.5375744671216,37.03259720822323,4314.257815951406,6079.817382813,3350.452392578,
WA2,2.32,RA2,0.07,0.81,0.339,1.531,89.5,55.46811400279619,35.63008041310576,3656.0150854248122,5955.782226563,3327.746826172,
WA1,4.45,RA2,2.49,0.898,0.274,2.279,95.3,52.826593282140095,33.06401201408685,2815.813261697095,5645.669921875,3297.005126953,
WA2,5.01,RA1,3.59,0.629,0.336,2.969,88.9,52.103070331367505,31.267480842372123,2585.680611790767,5439.06640625,3271.185302734,
WA2,5.6,RA1,3.54,0.838,0.203,2.043,84.6,52.81327762412884,31.8440585738484,2811.5793208603745,5455.755371094,3265.261962891,
WA1,4.26,RA2,4.53,0.623,0.284,1.362,89.4,54.15760939753353,34.32296036419738,3239.1772487024527,5703.849121094,3293.475830078,
WA1,5.01,RA2,1.82,1.003,0.409,0.421,80.0,57.02490331208249,36.24140675601917,4151.190595820953,5866.322753906,3291.684814453,
WA2,5.74,RA2,5.01,0.925,0.494,2.716,87.1,51.76085758818395,30.74370360827781,2476.8310567036874,5341.41796875,3257.276123047,
WA2,0.17,RA1,4.59,0.944,0.637,1.937,86.1,57.08817350930994,36.95293624614919,4171.314022503719,6146.662109375,3373.662353516,
WA2,5.21,RA2,3.77,0.928,0.512,0.667,88.7,53.98135765797582,34.141744073314406,3183.116864490938,5614.355957031,3265.885009766,
WA1,0.98,RA2,0.35,0.788,0.595,0.709,82.8,60.95158657896967,40.57184289265238,5400.7389365428135,6540.568359375,3403.487548828,
WA2,2.52,RA2,5.47,0.82,0.33,1.753,95.9,53.129275477783764,33.746296708628996,2912.0893034407827,5678.171875,3299.946044922,
WA1,4.59,RA1,3.59,0.65,0.345,1.188,94.4,53.81896126625529,34.54065951859046,3131.461862227392,5732.599609375,3293.485107422,
WA2,4.11,RA2,4.13,0.586,0.461,2.532,80.2,53.39779070213274,31.873842578941744,2997.497018509109,5489.704101563,3277.796630859,
WA2,4.67,RA2,2.47,1.329,0.273,0.927,88.6,54.064952806243845,34.12140230494423,3209.706220067765,5654.568359375,3276.455322266,
WA1,2.5,RA1,5.5,0.605,0.259,0.396,85.9,57.6802455634548,38.01357106684439,4359.638946543267,6087.599609375,3330.033935547,
WA2,4.9,RA1,5.34,1.038,0.544,1.256,92.1,52.93722617789218,33.19306125509609,2851.0034203363584,5541.701660156,3267.091064453,
WA1,1.33,RA1,5.14,0.628,0.302,0.682,82.2,59.2368882902869,38.87879212615555,4855.339630550939,6269.0390625,3369.518798828,
WA1,4.14,RA2,4.7,0.57,0.549,2.357,80.7,54.14212165787532,32.81913993518337,3234.2496770318444,5605.724609375,3295.061279297,
WA1,4.76,RA1,3.08,0.553,0.254,1.02,81.1,55.58365406991696,34.74345739675857,3692.765302398657,5750.771484375,3292.907470703,
WA1,4.69,RA1,5.52,0.685,0.606,0.84,86.0,54.76460618151522,34.6536900466221,3432.2469102457976,5705.940429688,3286.210205078,
WA1,5.08,RA1,5.65,1.354,0.357,0.775,88.5,54.327108362265136,34.51236734695593,3293.0916368011403,5677.309082031,3280.293701172,
WA1,0.59,RA1,3.47,0.513,0.298,0.858,84.8,60.36142009323624,40.435353887549425,5213.021380003751,6517.970703125,3410.459228516,
WA1,5.55,RA1,5.52,1.266,0.414,2.2,83.1,53.12379530330801,32.02615968839389,2910.346139550499,5484.021484375,3274.448486328,
WA1,5.01,RA1,5.89,0.882,0.431,1.43,92.9,53.24653122342162,33.66651016545829,2949.386666803954,5614.079101563,3280.704833984,
WA2,2.8,RA1,3.12,0.946,0.363,1.114,92.3,54.52925184396607,35.13054712501954,3357.386612963687,5811.922851563,3303.997314453,
WA1,2.96,RA2,2.31,0.911,0.531,2.171,94.3,54.079214585542594,34.54439645812714,3214.2423528491718,5843.180664063,3326.351318359,
WA1,1.74,RA2,5.13,0.67,0.231,2.579,88.1,55.408011979298195,35.24552788864633,3636.8977892984076,5954.7890625,3352.173583984,
WA2,0.08,RA1,4.04,1.105,0.378,1.735,91.5,56.77801229079733,37.52425151757218,4072.659779647017,6208.430664063,3379.603759766,
