wall_type,wall_ext_rigid_in,roof_type,roof_deck_rigid_in,window_rsi,window_shgc,slab_rsi,furnace_efficiency_pct,eui_kwh_m2_yr,tedi_kwh_m2_yr,heating_demand_kwh_yr,peak_heating_load_w,peak_cooling_load_w,error
WA2,2.68,RA2,4.31,0.65,0.4,1.535,92.4,53.724892155515946,34.112760033229605,3101.5394447034537,5708.671875,3299.691162109,
WA2,1.65,RA2,5.88,1.353,0.234,2.039,86.2,54.61603182260413,34.21292885412555,3384.9896946524364,5768.73046875,3318.398681641,
WA1,0.86,RA1,3.65,1.203,0.216,0.528,93.2,58.950839839642285,40.58509562693553,4764.351132422592,6483.851074219,3395.328369141,
WA2,2.3,RA2,3.4,1.045,0.506,2.864,86.3,53.86247285219438,33.11146626081962,3145.2997530717953,5684.842773438,3309.857177734,
WA1,3.18,RA1,2.39,1.085,0.312,0.651,92.5,55.992038670821906,36.98001461040544,3822.664119724798,6018.381835938,3324.400146484,
WA2,5.48,RA2,0.71,1.197,0.517,0.919,90.4,54.0505344503319,34.26732715152165,3205.120173952985,5691.133789063,3277.236083984,
WA2,0.74,RA1,5.12,0.907,0.604,1.53,81.5,57.163103651858876,36.41223948510969,4195.148386689452,6025.890625,3349.215576172,
WA2,4.26,RA2,3.3,0.761,0.335,0.767,92.1,53.93883883331512,34.490865713816106,3169.591202535673,5680.575683594,3278.388427734,
WA1,3.05,RA2,0.73,0.681,0.262,2.444,80.4,56.036526361398785,34.66431858670018,3836.814781680563,5896.070800781,3333.016357422,
WA2,4.82,RA2,3.31,1.051,0.239,1.17,97.0,52.76331309075363,33.52987873485647,2795.6868511254384,5588.708007813,3271.611083984,
WA2,4.61,RA2,4.94,0.566,0.638,2.052,87.6,52.56695294259587,31.95658699058101,2733.22998274214,5461.233886719,3269.459716797,
WA2,5.27,RA1,4.68,1.076,0.282,2.911,87.4,51.97450110778903,30.9788234420208,2544.7857009247173,5390.009277344,3264.876220703,
WA1,3.11,RA1,1.82,0.646,0.621,0.947,96.1,55.31214390596561,36.58951905807313,3606.406795385126,6010.015625,3329.025146484,
WA2,1.5,RA1,3.81,0.996,0.256,1.152,89.1,55.86230678351539,36.25434457822968,3781.3986574695637,5965.653320313,3329.848388672,
WA1,1.03,RA1,3.75,1.312,0.352,2.798,80.7,57.95828529643685,36.73597287983677,4448.075904114016,6184.598632813,3386.782470703,
WA1,0.27,RA1,3.85,1.019,0.493,2.382,87.1,58.98094248846165,39.048367127364074,4773.92632770803,6476.7890625,3429.084228516,
WA1,5.33,RA2,3.27,1.078,0.336,0.999,93.7,53.58619210429623,34.206547465706244,3057.4224199459377,5668.478515625,3281.454833984,
WA2,2.72,RA2,4.13,0.642,0.387,1.581,85.8,54.40580966412762,34.02845939898934,3318.1241887656106,5703.383789063,3299.443115234,
WA1,5.17,RA2,1.92,1.389,0.355,1.407,92.9,53.72733408120256,34.180184208677886,3102.316625815187,5701.919921875,3289.001220703,
WA1,1.45,RA2,0.74,0.905,0.263,0.484,96.1,58.197833884021584,40.158059431160574,4524.841040842095,6434.76953125,3380.299072266,
WA2,5.78,RA1,5.41,1.232,0.62,2.261,83.2,52.41803211630393,31.197030357154954,2685.862361037579,5374.608398438,3257.857177734,
WA1,5.98,RA2,2.8,1.291,0.424,0.589,86.7,54.81016658664249,34.831572792057955,3446.7388266462804,5701.286132813,3275.183349609,
WA2,1.29,RA1,2.12,0.545,0.423,2.688,91.1,54.82833611354998,34.8680304972552,3452.5181777620146,5932.235351563,3342.937744141,
WA2,3.22,RA2,5.08,0.888,0.597,2.278,93.0,52.60766614130847,32.57935164672502,2746.177573863609,5565.186523438,3288.387451172,
WA2,2.4,RA1,3.42,0.675,0.449,0.545,88.6,56.12033138787917,36.6091126705472,3863.4700553129987,5939.170898438,3310.439697266,
WA2,0.77,RA1,0.58,0.836,0.644,1.828,86.2,57.36395454489147,37.14351652605764,4259.032935351671,6199.8828125,3370.207763672,
WA1,3.61,RA1,2.41,0.536,0.218,2.241,93.7,53.73128846880219,33.9937551359778,3103.5734074828592,5777.76953125,3315.424072266,
WA2,3.64,RA1,3.09,0.795,0.476,0.781,96.8,53.93500437737013,35.056984407688006,3168.371584479142,5767.008789063,3290.465576172,
WA2,3.04,RA2,3.06,0.941,0.453,1.608,80.3,55.03629624207521,33.91450566968969,3518.665367537155,5696.474609375,3297.149658203,
WA2,5.88,RA1,3.5,1.217,0.526,2.173,80.5,53.05529145652233,31.580312574575956,2888.557673699735,5430.47265625,3262.737060547,
WA2,5.8,RA2,4.7,1.199,0.46,2.262,89.9,51.78029638376436,31.17505465120516,2483.014053653078,5371.299316406,3257.456298828,
WA1,0.89,RA2,4.08,0.528,0.627,0.641,80.3,60.66822990973332,39.945722091546514,5310.611440915156,6410.830078125,3390.001708984,
WA2,0.91,RA2,4.14,0.869,0.549,2.789,94.8,54.24028840699108,34.71952921517363,3265.474991779047,5899.1171875,3343.911865234,
WA1,3.11,RA1,3.37,1.398,0.415,1.349,96.3,54.5748089174159,35.70379834818023,3371.8774440863913,5904.407714844,3321.662353516,
WA2,3.28,RA2,4.06,1.281,0.506,2.48,84.5,53.443567648827226,32.48902088766452,3012.0586504652024,5571.580078125,3290.033447266,
WA2,5.74,RA1,1.67,0.769,0.624,2.953,93.1,51.933584692472344,31.447275871972874,2531.770563969861,5479.286132813,3272.816162109,
WA1,1.9,RA2,2.09,1.34,0.558,1.075,82.1,58.18426170693381,37.62499899189054,4519.954159449297,6155.865234375,3356.568115234,
WA2,4.91,RA2,5.73,1.224,0.331,1.112,92.1,52.89739913463975,33.18616880133089,2838.33604838178,5526.404296875,3264.259033203,
WA2,3.94,RA2,4.48,0.693,0.573,1.069,89.6,53.79946250572088,33.96186290566062,3125.2587916668735,5634.892089844,3279.137939453,
WA2,0.66,RA1,4.45,0.715,0.223,2.749,83.8,56.03348144925478,35.232250635313186,3835.8431019575637,5969.9375,3353.990966797,
WA1,0.6,RA1,1.98,0.925,0.507,0.714,96.4,59.01483628491257,41.108333438436745,4784.708662716656,6603.368164063,3416.708740234,
WA1,3.92,RA2,5.28,0.928,0.493,2.353,84.9,53.72593155678519,32.92262268611179,3101.871476092608,5617.505859375,3297.547119141,
WA2,5.45,RA1,0.54,1.017,0.441,2.266,95.9,52.54770070697899,32.646386286639235,2727.1063932927964,5617.18359375,3284.246337891,
WA1,5.29,RA2,1.05,1.328,0.649,1.402,88.4,54.41787271097983,34.380200756236036,3321.9590954353453,5738.017578125,3292.202392578,
WA2,0.06,RA1,3.41,0.597,0.642,1.104,96.8,56.99871840590417,38.776831271507476,4143.432349148079,6313.278320313,3382.801025391,
WA2,5.11,RA1,2.81,0.674,0.251,0.781,87.8,54.26627342824275,34.2723744821499,3273.7396945634364,5660.6328125,3273.238037109,
WA2,0.08,RA1,2.02,0.766,0.503,0.862,90.4,58.52890971332242,39.466451257821326,4630.146488148562,6396.201171875,3388.211669922,
WA2,3.09,RA2,0.52,1.102,0.283,0.723,85.5,56.297336026279275,36.17780480319018,3919.7694259135938,5932.589355469,3309.542724609,
WA1,1.56,RA1,1.41,1.178,0.629,1.15,92.3,57.46762145592767,38.51584613420651,4292.578942322953,6298.857421875,3376.134521484,
WA1,3.92,RA2,4.16,0.556,0.253,1.163,86.9,54.8805660076806,34.83816376613077,3469.130319719749,5764.745605469,3300.333740234,
WA2,3.83,RA1,5.64,0.831,0.299,2.887,88.1,52.43794397165477,31.65660630414508,2692.1948263204226,5478.222167969,3279.752685547,
WA2,2.5,RA2,3.3,0.924,0.442,2.11,83.7,54.47975037707561,33.638393252283294,3341.640899062202,5706.416992188,3306.158935547,
WA1,3.15,RA1,3.17,0.826,0.613,0.647,94.1,55.63696334195284,36.823765901503364,3709.7214113011105,5989.909667969,3321.565185547,
WA1,0.99,RA1,5.13,0.898,0.506,2.25,88.3,56.9375536620148,37.07394851879247,4123.407663854282,6187.477050781,3384.454833984,
WA2,2.72,RA1,3.08,0.911,0.226,1.575,93.7,53.8707514130233,34.390986006543734,3147.9345727961254,5763.337890625,3305.620849609,
WA1,1.53,RA2,0.02,0.696,0.233,1.473,91.9,57.69155904139542,38.62275411065998,4363.807783491046,6343.134765625,3383.290283203,
WA1,5.92,RA1,2.83,0.758,0.281,0.709,90.9,54.25778165665073,34.69724744552755,3271.03841400572,5708.637207031,3278.804931641,
WA2,5.96,RA2,2.29,1.283,0.608,1.345,91.6,52.92382723493148,33.04608847937782,2846.7404536662816,5539.108398438,3263.843017578,
WA1,0.71,RA2,5.96,0.854,0.257,2.944,94.2,56.10240172253434,36.91270578173459,3857.765573919546,6204.088867188,3394.850830078,
WA1,2.78,RA2,4.31,0.882,0.371,0.959,87.8,55.9277090848805,36.196569240184694,3802.2013377639832,5934.435546875,3323.874755859,
WA1,1.13,RA2,5.25,1.189,0.214,2.1,90.5,56.35340370803233,36.813576894826966,3937.601999538971,6135.696289063,3375.819580078,
WA1,1.24,RA1,0.61,0.53,0.469,2.214,80.8,59.00876644981586,37.82365824200672,4782.206492436877,6327.666015625,3395.088134766,
WA1,2.63,RA2,3.24,1.179,0.549,0.721,96.9,55.47103565160812,37.02914724968724,3656.9436334811107,6025.088867188,3330.875244141,
WA1,3.46,RA2,4.64,1.237,0.307,2.672,96.8,52.769379594172904,33.129481902655144,2797.6169183492048,5670.051757813,3307.847412109,
WA1,1.8,RA2,0.37,1.354,0.596,2.766,90.6,56.037379202704514,36.1479583276166,3837.0836077918893,6127.120117188,3370.458251953,
WA2,0.28,RA2,2.07,1.079,0.372,1.74,91.8,56.630637239699524,37.3618883596616,4025.783423220627,6194.692382813,3375.173095703,
WA2,1.8,RA1,1.1,0.984,0.308,0.947,94.6,55.82525813917145,36.95834432888905,3769.612633293468,6069.936523438,3335.999267578,
WA1,5.49,RA2,3.37,1.371,0.451,0.705,84.1,55.01098749719806,34.66694086137,3510.6149658640475,5695.272460938,3279.067626953,
WA1,3.88,RA2,5.53,1.262,0.242,2.27,83.2,53.975367777897745,33.00822635642726,3181.211211433858,5622.247070313,3297.724853516,
WA2,4.04,RA2,3.62,1.286,0.285,2.368,92.3,52.380706964565455,32.15552981054924,2673.9898024169697,5519.77734375,3280.230224609,
WA1,1.25,RA2,5.44,0.773,0.609,0.911,83.2,58.620177105157865,38.38987629147766,4658.605689560219,6228.127441406,3370.213623047,
WA1,5.49,RA2,4.17,1.133,0.378,0.984,85.5,54.26783253014662,33.97683219788397,3274.236385119389,5630.65625,3276.652587891,
WA2,2.8,RA2,3.89,0.778,0.362,2.689,87.9,53.311980163904295,32.713650235038735,2970.2034529317184,5616.991210938,3298.670654297,
WA2,5.49,RA2,2.22,0.873,0.453,0.936,82.5,54.47633901010605,33.756255341381966,3340.5569146168905,5606.90234375,3268.648681641,
WA2,1.77,RA2,1.18,0.707,0.456,1.001,89.4,56.18114300190612,36.62155477932732,3882.8116892173607,6019.176757813,3331.606689453,
WA2,4.58,RA2,2.93,1.151,0.533,1.571,92.5,52.84903368067774,32.99005336509922,2822.9527475361397,5565.103515625,3275.734130859,
WA2,0.84,RA1,3.28,0.666,0.6,2.974,96.3,54.36782489265518,34.9997659759012,3306.0411268114995,5957.387695313,3351.658447266,
WA1,5.67,RA1,4.01,1.188,0.386,2.583,83.9,52.98376601846138,31.834555571346,2865.8072939593126,5492.221191406,3277.264892578,
WA1,1.31,RA1,2.74,0.554,0.487,2.825,95.5,55.561943251099585,36.378528783328434,3685.8612768375783,6143.747558594,3378.587646484,
WA2,0.04,RA1,3.31,0.511,0.438,1.078,96.6,57.1084951286731,38.8769461506681,4178.349883898235,6325.690429688,3384.165283203,
WA1,4.84,RA2,5.46,0.596,0.243,0.745,83.3,55.07666297428027,34.65743295523227,3531.5052653252046,5690.809082031,3282.295654297,
WA2,1.6,RA2,2.38,0.836,0.383,1.847,96.8,54.18476374499479,35.097110185819666,3247.8141300982516,5890.116699219,3329.807861328,
WA1,4.1,RA2,5.09,1.088,0.586,2.363,81.6,54.001082955109766,32.79117440155411,3189.3893797737337,5600.763671875,3294.812255859,
WA2,3.32,RA2,0.34,0.509,0.277,1.675,87.4,54.710487376487045,34.42364600729837,3415.0314696764694,5801.095703125,3307.267333984,
WA2,5.37,RA1,5.51,0.707,0.606,2.185,89.6,52.00717227555792,31.45018949943297,2555.1776820441423,5403.229003906,3261.643310547,
WA2,5.54,RA1,4.11,0.752,0.444,2.094,83.0,52.854617128420955,31.69906886843256,2824.727921148671,5436.717773438,3263.878173828,
WA2,5.77,RA1,3.52,1.177,0.521,1.405,81.3,53.963707831702955,32.973054523271585,3177.5016300420016,5528.623046875,3263.696044922,
WA1,3.4,RA1,5.1,1.109,0.443,1.367,92.6,54.44346795741051,35.08691019814403,3330.1009140529695,5810.677246094,3309.931884766,
WA1,0.32,RA2,2.62,1.255,0.353,2.388,96.2,57.54459042350579,38.98600051686328,4317.060550398093,6471.586425781,3427.460693359,
WA2,0.18,RA2,1.64,1.393,0.421,1.293,96.0,56.98745156708111,38.57669809777281,4139.848907478546,6306.411132813,3381.739501953,
WA2,4.08,RA1,3.96,0.577,0.478,2.465,92.1,52.39700423721596,32.11881987772053,2679.1737218655617,5523.926757813,3281.094970703,
WA1,0.93,RA2,4.27,1.071,0.533,1.189,81.8,59.37732733914582,38.84011127600561,4900.006514197783,6319.357910156,3387.512939453,
WA1,2.67,RA2,4.57,0.592,0.239,1.492,89.5,55.35955324535443,35.732934939792706,3621.484649286077,5904.469726563,3325.940673828,
WA2,0.16,RA1,2.12,0.584,0.469,1.21,86.5,58.56962624371245,38.76820754889606,4643.098962047813,6330.05078125,3383.897705078,
WA2,2.33,RA2,0.51,1.311,0.607,2.942,89.7,54.2099125824546,33.84248425096552,3255.813262049095,5816.1796875,3323.709716797,
WA1,1.02,RA2,1.61,0.742,0.266,0.793,84.7,59.80724619393693,39.822024432743675,5036.754561251626,6433.625,3393.239990234,
WA2,4.7,RA2,2.17,1.35,0.524,1.664,90.5,53.05426871276695,32.948283308524886,2888.2310678661406,5575.40625,3277.390380859,
WA2,0.81,RA1,0.04,0.856,0.579,1.357,94.7,57.092864138238106,38.35264996261916,4173.376468060924,6312.749023438,3374.492919922,
WA2,2.58,RA2,4.94,1.086,0.467,1.146,90.3,54.44483716854675,34.818955424818306,3330.5362982199845,5757.558105469,3299.988037109,
WA1,1.89,RA2,5.79,1.372,0.331,2.192,88.3,55.34337257180782,35.30323244055379,3616.337622337515,5932.571289063,3345.678466797,
WA1,2.26,RA2,4.9,0.854,0.251,1.844,90.1,55.0576572627076,35.31165297276041,3525.4584447648112,5905.979980469,3336.236083984,
WA1,5.72,RA1,2.77,1.138,0.397,1.122,91.8,53.737488227965905,34.09267326524997,3105.547419984438,5671.676757813,3281.436767578,
WA2,0.84,RA2,1.82,0.727,0.269,1.471,86.4,57.140583299175894,37.187276475231684,4187.985843072611,6121.356445313,3354.832275391,
WA2,3.49,RA2,3.21,1.331,0.591,1.458,80.6,55.08839954206963,34.10863952810563,3535.2381756059685,5685.223632813,3289.407470703,
WA2,0.66,RA1,1.49,1.098,0.275,1.974,89.6,56.501158539792115,36.74133341696335,3984.600969021014,6144.716796875,3367.081787109,
WA2,5.79,RA2,2.58,0.509,0.316,1.703,88.8,52.65939299231834,32.260848516606806,2762.6329233212173,5481.634765625,3264.222900391,
WA1,2.24,RA2,2.78,1.112,0.511,0.749,97.0,55.90025157835183,37.55045316160889,3793.4665285903293,6104.178710938,3343.197509766,
WA2,1.77,RA1,5.52,0.577,0.574,2.285,85.9,54.49911255018812,33.951670807467025,3347.8008382337966,5756.849609375,3317.994384766,
WA2,4.71,RA2,3.13,0.813,0.244,2.263,87.7,52.647396573775005,31.96676736284198,2758.81673387372,5488.577148438,3273.489990234,
WA1,0.27,RA2,4.26,0.52,0.354,0.64,93.6,59.77888920611165,41.58317727803973,5027.732208744409,6636.217773438,3425.450927734,
WA1,3.31,RA1,1.99,0.884,0.408,2.464,90.7,54.26261553722897,34.179970358651914,3272.5778562291734,5823.826171875,3323.713134766,
WA1,2.37,RA2,4.42,1.295,0.402,1.488,80.1,57.05593209387136,36.12724205512312,4161.059031106625,5959.466796875,3334.315185547,
WA1,1.67,RA1,4.22,1.216,0.46,2.469,89.1,55.70295530306557,35.720571506632155,3730.7123510401257,6020.734375,3359.218505859,
WA2,1.18,RA2,0.68,1.104,0.42,2.91,85.3,55.8414621327135,35.10870328974463,3774.7680694087035,5987.064453125,3350.843017578,
WA2,3.52,RA2,2.09,1.261,0.478,2.506,92.0,52.89848850670401,32.69579801831299,2838.681642826501,5614.055664063,3293.374755859,
WA2,4.03,RA1,1.88,0.715,0.253,1.339,82.4,55.13536580416502,34.360302039833314,3550.1765978401413,5730.630859375,3290.896728516,
WA2,3.58,RA2,3.45,0.881,0.419,1.774,95.6,52.76188058298595,33.18831028656396,2795.2297655695174,5612.0390625,3287.258056641,
WA1,2.94,RA1,0.84,0.783,0.403,0.492,86.1,58.093394084951655,38.292812454223544,4491.050350815063,6186.807617188,3339.751708984,
WA1,0.82,RA2,4.89,1.367,0.427,1.662,91.6,57.23670789158501,38.130626474307746,4218.559845041515,6276.625976563,3391.409423828,
WA2,2.93,RA2,0.5,0.528,0.542,1.124,84.7,55.977693606573716,35.6159765430912,3818.098418887812,5899.356933594,3312.434326172,
WA2,4.68,RA1,3.39,1.195,0.423,1.704,89.7,52.999620212945146,32.78640989497122,2870.8501542411245,5554.015625,3275.666259766,
WA2,3.25,RA2,4.54,1.184,0.399,0.929,87.2,54.623820666148745,34.63564444763556,3387.4674504877516,5714.499023438,3289.219970703,
WA1,5.25,RA2,0.19,0.737,0.588,0.581,94.7,55.052140442399974,36.11975506417425,3523.706057541187,5905.359375,3299.256103516,
WA1,1.26,RA1,4.43,1.12,0.587,1.967,87.3,56.92396149660901,36.95521194776765,4119.082034684155,6150.547851563,3374.418701172,
WA1,4.88,RA1,4.83,1.013,0.44,1.932,82.9,53.82284236219116,32.8598371173916,3132.695586395045,5579.141601563,3285.222412109,
WA2,3.44,RA2,5.71,0.963,0.605,2.51,82.3,53.34167638038881,32.11622926402943,2979.648982383719,5515.532226563,3283.536376953,
WA2,5.95,RA1,5.2,0.614,0.59,1.012,92.1,52.76185393218638,33.00949986240001,2795.2232552917344,5498.500976563,3256.803955078,
WA1,2.94,RA2,3.46,0.742,0.386,1.548,90.8,54.80309399698171,35.17501919732138,3444.4905627555927,5861.318359375,3322.538330078,
WA1,3.09,RA2,1.67,1.343,0.366,2.868,85.6,54.72141108047999,33.948295899441014,3418.50830356814,5813.141113281,3326.393798828,
WA1,4.39,RA1,2.75,1.098,0.361,0.518,89.1,55.74767619185024,36.24847404206865,3744.936797718172,5888.446777344,3300.029052734,
WA1,4.95,RA2,2.97,0.791,0.328,1.8,82.2,54.18757212638027,33.18814227657697,3248.708227321189,5617.484863281,3287.670166016,
WA2,5.36,RA2,4.57,0.541,0.482,2.567,80.3,52.70302450903874,31.104155145820393,2776.5098763878746,5383.649414063,3262.109619141,
WA1,2.74,RA2,5.95,0.885,0.648,2.76,95.0,53.3266283872199,33.63742549037538,2974.8632837687796,5740.853515625,3321.074951172,
WA2,5.25,RA1,5.26,0.584,0.362,0.568,91.3,53.790620935070585,34.300233623921905,3122.4476477757357,5614.90234375,3263.510498047,
WA1,2.38,RA1,1.83,1.129,0.305,2.087,92.0,55.27988583388645,35.66271610877134,3596.1433948213594,6001.643066406,3347.148681641,
WA1,2.86,RA1,0.8,0.704,0.506,0.375,91.8,57.69699590755774,38.87419104555577,4365.536299047984,6238.563964844,3341.984619141,
WA1,4.16,RA2,2.87,0.706,0.24,2.486,81.8,54.23736675730582,32.99946276798842,3264.5450873338586,5649.09375,3300.276611328,
WA2,0.82,RA2,4.64,1.178,0.26,2.981,82.4,55.70997125944977,34.642255996890654,3732.9440677085777,5896.95703125,3345.621337891,
WA1,2.64,RA1,4.33,1.065,0.268,1.441,91.7,55.304068560867464,35.966799390490905,3603.837622327515,5939.475585938,3329.587646484,
WA1,5.38,RA1,0.84,0.611,0.529,1.282,87.3,54.92573330543613,34.77850023679562,3483.4982666756873,5798.8046875,3297.392333984,
WA1,1.66,RA1,0.51,0.998,0.47,1.96,93.2,56.640298337501136,37.41380382116673,4028.8585101675317,6251.188964844,3379.683349609,
WA1,1.23,RA2,3.64,0.67,0.376,2.062,93.3,56.08142714591879,36.90068647024439,3851.0932105808747,6151.518066406,3375.723876953,
WA1,2.32,RA2,1.45,1.074,0.232,2.705,80.2,56.44293210222855,35.039548271625385,3966.0793759506414,5956.599121094,3346.989990234,
WA2,0.79,RA2,5.16,1.012,0.364,2.16,93.0,54.8121587716808,35.3413896462014,3447.3719644245643,5937.462402344,3345.411376953,
WA1,3.52,RA1,0.08,0.694,0.615,2.864,86.8,55.17168153711124,34.49782575565782,3561.7285184049383,5922.090820313,3334.697021484,
WA2,2.54,RA2,2.41,1.076,0.442,0.755,81.4,56.62582001663517,35.95650495085157,4024.251576552735,5887.229492188,3308.709228516,
WA1,5.85,RA1,0.93,0.794,0.464,2.373,91.0,53.1370076880518,32.81448608483021,2914.5480709427493,5641.834960938,3290.866455078,
WA1,4.19,RA2,4.38,1.262,0.226,0.578,87.4,55.474773497640534,35.72983038232613,3658.1339548709516,5814.909667969,3295.036865234,
WA2,1.86,RA1,4.45,1.167,0.254,2.226,91.9,53.93498105737469,34.07975313891886,3168.3637178124686,5774.83203125,3318.737060547,
WA1,5.72,RA2,3.14,1.205,0.524,0.792,82.2,55.02434313184532,34.37796823018791,3514.8630128118907,5669.356933594,3277.007568359,
WA2,4.63,RA1,0.18,1.226,0.322,0.519,92.1,55.50579228439709,36.26889128625075,3667.9996773788444,5925.412109375,3296.870361328,
WA1,2.73,RA2,2.16,0.95,0.455,1.324,84.3,56.56773349817093,36.24827831497064,4005.776912926844,5981.733398438,3332.550537109,
WA1,1.37,RA1,3.05,0.54,0.588,0.998,88.0,58.07748991879958,38.566150578151515,4486.56168970036,6277.4609375,3374.804443359,
WA2,1.07,RA1,5.76,0.532,0.561,2.242,91.1,54.64545486249824,34.85393344953791,3394.349503548813,5877.3515625,3336.671142578,
WA1,1.49,RA2,5.5,0.788,0.572,1.865,82.0,57.14323510394818,36.38845298234361,4188.830569739954,6054.70703125,3360.458251953,
WA1,1.34,RA1,3.09,0.541,0.38,2.674,94.7,55.60457201238261,36.35542615298677,3699.417320737312,6128.899414063,3375.848876953,
WA2,0.52,RA2,2.74,0.832,0.331,2.429,92.6,55.45582775102188,35.93555404006221,3652.107207921686,6051.937011719,3362.481689453,
WA1,2.21,RA2,5.83,1.398,0.549,2.291,89.3,54.75196013827024,34.73408903681682,3428.2256430203583,5861.455078125,3335.646240234,
WA1,0.04,RA1,2.46,0.71,0.356,2.575,94.9,58.64084519190186,39.97304436952356,4665.752499288157,6627.77734375,3451.599853516,
WA2,4.55,RA1,2.26,1.164,0.338,0.894,96.7,53.54408637445196,34.49066508308276,3044.0313066018916,5709.674804688,3282.223876953,
WA2,5.77,RA2,5.84,0.628,0.326,0.466,83.9,54.524234735975064,34.2362562080753,3355.791832129078,5578.784179688,3255.182373047,
WA2,2.75,RA2,4.49,1.023,0.427,2.039,86.7,53.79203345452025,33.301628434859175,3122.8960527760946,5647.899414063,3297.924560547,
WA1,3.97,RA2,0.78,0.763,0.583,2.804,86.7,54.21263101553576,33.48519259944103,3256.678333716454,5755.262695313,3314.190673828,
WA2,2.72,RA2,1.4,1.349,0.261,2.391,81.9,54.812738438142745,33.617217617885856,3447.5569688691567,5739.71484375,3310.204833984,
WA1,2.7,RA1,1.88,0.609,0.361,2.391,87.7,55.25130564113908,34.933968596103824,3587.0545817585325,5924.083496094,3338.389892578,
WA2,5.11,RA2,0.54,1.227,0.337,2.217,90.3,52.954729422584144,32.559943313942085,2856.571725340813,5590.967285156,3282.347900391,
WA1,0.89,RA2,4.27,1.372,0.378,0.48,85.1,60.15807064036715,40.43844799760914,5148.341475507562,6445.561523438,3389.476318359,
WA1,5.71,RA1,5.13,1.0,0.448,0.601,81.7,55.27286654582482,34.66252527354898,3593.9119495417963,5671.930664063,3273.471923828,
WA1,0.07,RA1,4.98,1.384,0.259,2.533,86.3,59.43896514367895,39.38229262115807,4919.612091713468,6527.588867188,3440.138916016,
WA1,5.5,RA2,0.45,1.397,0.289,2.062,93.8,53.1552271857543,33.26987074055884,2920.3439692807196,5677.679199219,3293.794189453,
WA1,0.74,RA2,5.65,0.546,0.616,1.498,92.3,57.66130981099516,38.84423124841051,4354.185658761126,6330.806152344,3393.877685547,
WA2,2.3,RA1,2.56,0.819,0.609,1.079,87.6,55.65162822190901,35.76135685035255,3714.3861249159536,5900.687011719,3316.129638672,
WA1,3.68,RA1,3.7,1.083,0.425,2.689,88.1,53.72764723442897,33.2101735241659,3102.4167233152666,5690.916992188,3308.670654297,
WA1,2.3,RA2,2.52,1.078,0.559,1.01,96.9,55.55380127769256,37.04390994035716,3683.271216002173,6066.570800781,3342.489013672,
WA1,4.69,RA2,2.15,0.99,0.418,2.769,88.5,53.15883510597308,32.53649379004432,2921.492786503861,5608.137695313,3294.762939453,
WA2,1.08,RA2,1.91,0.697,0.603,2.413,81.0,56.44571050113703,35.25326977256862,3966.9634362291267,5962.716796875,3346.602294922,
WA2,4.6,RA2,6.0,1.377,0.245,2.091,84.5,52.72422562138049,31.784294409515145,2783.2522266710466,5437.050292969,3267.286865234,
WA1,3.45,RA1,5.9,0.85,0.621,2.978,83.0,53.996149132068204,32.842408123257705,3187.821454494702,5646.141601563,3306.945068359,
WA1,4.84,RA2,4.19,1.323,0.213,2.206,96.1,52.30512386476413,32.541736741226764,2649.949546286626,5558.086914063,3285.394287109,
WA1,5.02,RA1,4.86,1.373,0.444,0.815,80.6,55.41539439138125,34.5820475020642,3639.2466934669533,5695.69140625,3283.156982422,
WA1,3.61,RA1,0.12,0.93,0.349,1.977,93.7,54.79657109043258,35.24318470636848,3442.4140110872645,5960.750976563,3332.458740234,
WA2,5.51,RA1,5.07,0.791,0.21,1.905,95.6,51.70695865640044,31.783224946297686,2459.6861455788603,5426.657226563,3261.354736328,
WA1,5.76,RA2,2.24,1.348,0.378,0.618,85.1,55.180629712706434,34.99310762771282,3564.5735706294367,5733.0078125,3280.035400391,
WA1,4.39,RA1,2.62,1.075,0.419,1.191,92.0,54.403224487664225,34.90972294539471,3317.299264876062,5790.828613281,3300.624755859,
WA2,3.99,RA1,4.89,0.841,0.53,1.13,83.0,54.539319374102526,33.91257003933005,3360.588652966249,5634.615234375,3279.472900391,
WA1,5.1,RA2,4.62,1.011,0.282,1.193,93.7,53.32338692269999,33.878638025089344,2973.8321962679547,5632.148925781,3280.592529297,
WA1,5.62,RA1,0.84,1.171,0.307,2.953,82.9,53.85459739114957,32.50076995513912,3142.7978541809052,5636.129882813,3294.366943359,
WA1,2.68,RA2,1.59,0.725,0.231,1.03,81.8,57.44127664145871,36.78657432601409,4283.627661760236,6040.44140625,3336.583740234,
WA1,2.32,RA1,4.4,1.372,0.598,1.657,86.4,55.846839033048504,35.70586414364043,3776.4792238545165,5946.568359375,3338.001708984,
WA2,4.97,RA1,4.73,1.02,0.541,0.948,87.7,53.72318647203116,33.638038363574644,3100.9977238696874,5581.2578125,3267.949951172,
WA1,0.12,RA2,1.57,0.594,0.354,2.703,82.7,60.45915708914837,39.63167612578915,5244.110789750845,6590.200195313,3446.347900391,
WA1,2.03,RA1,5.91,1.304,0.517,1.493,91.1,55.800392472461056,36.49145227849331,3761.7038332871407,6007.240234375,3342.666748047,
WA2,0.32,RA1,1.99,1.377,0.384,1.818,95.7,56.2007850132173,37.399419792448754,3889.0589767223587,6215.20703125,3377.506591797,
WA2,1.78,RA2,0.58,0.854,0.447,1.651,80.9,56.787700039398494,35.74688391256909,4075.742462149483,5977.697265625,3335.448974609,
